class,structure,Pv
micelles,wedge_p11_C6__50_50-130-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-62-disk.pdb,0.29085714285714287
disks,wedge_p0_C1_23_60_60-229-disk.pdb,0.23386883876357561
torus,wedge_p0_C3_24_40_50-43-torus.pdb,0.23386883876357561
micelles,wedge_p11_C6__50_50-80-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-89-micelle.pdb,0.17085714285714285
disks,wedge_p0_C1_20_40_40-92-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-39-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_23_60_60-196-disk.pdb,0.08183760683760682
torus,wedge_p0_C1_20_40_40-144-torus_disk_.pdb,0.04
disks,wedge_p0_C1_23_60_60-67-disk.pdb,0.11762708052181736
micelles,wedge_p11_C6__50_50-157-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-40-micelle.pdb,0.0
micelles,wedge_p0_C3_24_40_50-130-micelle_disk_.pdb,0.26085714285714284
torus,wedge_p0_C1_20_40_40-163-torus.pdb,0.02
disks,wedge_p0_C1_20_40_40-32-disk.pdb,0.03
micelles,wedge_p0_C3_24_40_40-20-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-134-disk.pdb,0.31752380952380954
disks,wedge_p0_C1_23_40_40-5-disk.pdb,0.054615384615384614
micelles,wedge_p0_C1_23_60_60-80-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-169-disk.pdb,0.19974603174603175
disks,wedge_p0_C1_23_60_60-235-disk.pdb,0.07929374718848405
torus,wedge_p0_C1_20_40_40-130-torus_disk_.pdb,0.05
micelles,wedge_p0_C1_20_40_40-36-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-184-disk.pdb,0.3575238095238095
micelles,wedge_p11_C6__50_50-29-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-126-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_40-19-disk.pdb,0.23386883876357561
micelles,wedge_p11_C6__50_50-15-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-53-disk.pdb,0.1980793650793651
disks,wedge_p0_C1_23_60_60-46-disk.pdb,0.2305355054302423
micelles,wedge_p0_C1_20_40_40-157-micelle.pdb,0.03
disks,wedge_p0_C1_23_60_60-29-disk.pdb,0.11848422337896021
disks,wedge_p0_C1_23_60_60-76-disk.pdb,0.24386883876357562
cylinders,wedge_p0_C1_20_40_40-110-cylinder.pdb,0.0
disks,wedge_p0_C1_20_40_40-20-disk.pdb,0.03
micelles,wedge_p0_C1_20_40_40-7-micelle.pdb,0.0
torus,wedge_p0_C1_20_40_40-131-torus_disk_.pdb,0.06
disks,wedge_p0_C1_23_40_40-22-disk.pdb,0.05
disks,wedge_p0_C1_23_60_60-212-disk.pdb,0.22848422337896024
micelles,wedge_p0_C1_20_40_40-57-micelle.pdb,0.004615384615384616
disks,wedge_p0_C1_23_60_60-85-disk.pdb,0.07929374718848405
disks,wedge_p0_C1_23_60_60-119-disk.pdb,0.3575238095238095
disks,wedge_p0_C1_23_60_60-198-disk.pdb,0.08183760683760682
micelles,wedge_p11_C6__50_50-72-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-71-disk.pdb,0.06269474969474968
disks,wedge_p0_C3_24_40_50-156-disk.pdb,0.06294871794871795
micelles,wedge_p0_C1_23_60_60-109-micelle.pdb,0.23085714285714284
micelles,wedge_p11_C6__50_50-8-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-123-micelle.pdb,0.0
micelles,wedge_p0_C1_23_60_60-232-micelle.pdb,0.07547252747252747
disks,wedge_p0_C1_23_60_60-171-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_20_40_40-112-disk.pdb,0.05
micelles,wedge_p0_C1_20_40_40-107-micelle.pdb,0.0
disks,wedge_p0_C1_23_40_40-31-disk_cylinder_.pdb,0.03
micelles,wedge_p11_C6__50_50-13-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-213-disk.pdb,0.27085714285714285
micelles,wedge_p0_C1_23_60_60-110-micelle.pdb,0.26085714285714284
disks,wedge_p0_C1_23_60_60-228-disk.pdb,0.10848422337896022
micelles,wedge_p11_C6__50_50-165-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-95-micelle.pdb,0.054615384615384614
micelles,wedge_p0_C1_23_60_60-102-micelle.pdb,0.15547252747252746
perforated vesicles,wedge_p0_C1_20_40_40-141-perfves.pdb,0.06192307692307693
micelles,wedge_p0_C1_23_40_40-30-micelle.pdb,0.0
torus,wedge_p0_C1_20_40_40-171-torus.pdb,0.06
disks,wedge_p0_C1_23_60_60-207-disk.pdb,0.29085714285714287
disks,wedge_p0_C3_24_40_50-136-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-47-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-41-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-48-micelle.pdb,0.0
micelles,wedge_p0_C1_23_40_40-27-micelle.pdb,0.004615384615384616
disks,wedge_p0_C1_23_60_60-203-disk.pdb,0.07848422337896022
micelles,wedge_p0_C1_20_40_40-12-micelle.pdb,0.0
cylinders,wedge_p0_C3_24_40_50-151-cylinder.pdb,0.0
disks,wedge_p0_C1_23_40_40-13-disk.pdb,0.04
disks,wedge_p0_C1_20_40_40-143-cylinder_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-226-micelle.pdb,0.18974603174603175
cylinders,wedge_p0_C1_20_40_40-56-cylinder_micelle_.pdb,0.0
micelles,wedge_p11_C6__50_50-137-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-27-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-169-cylinder.pdb,0.0
torus,wedge_p0_C3_24_40_50-41-torus.pdb,0.3025
disks,wedge_p0_C2_24.5_40_50-35-disk.pdb,0.054615384615384614
micelles,wedge_p0_C1_20_40_40-116-micelle.pdb,0.05
disks,wedge_p0_C1_23_60_60-210-disk.pdb,0.27085714285714285
disks,wedge_p0_C1_23_60_60-113-disk.pdb,0.10848422337896022
cylinders,wedge_p0_C3_24_40_50-20-micelle_cylinder.pdb,0.06294871794871795
disks,wedge_p0_C1_23_60_60-69-disk.pdb,0.2238688387635756
torus,wedge_p0_C1_20_40_40-64-torus.pdb,0.13762708052181735
disks,wedge_p0_C3_24_40_50-21-disk.pdb,0.05
disks,wedge_p0_C1_23_60_60-52-disk.pdb,0.21386883876357562
micelles,wedge_p0_C3_24_40_40-30-micelle.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-86-disk.pdb,0.05
micelles,wedge_p11_C6__50_50-109-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-12-disk.pdb,0.28085714285714286
micelles,wedge_p11_C6__50_50-19-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-2-micelle.pdb,0.11461538461538462
micelles,wedge_p0_C1_20_40_40-42-micelle.pdb,0.0
torus,wedge_p0_C1_20_40_40-52-torus.pdb,0.07929374718848405
disks,wedge_p0_C1_23_60_60-42-disk.pdb,0.06
micelles,wedge_p0_C1_20_40_40-84-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-131-micelle.pdb,0.24085714285714285
micelles,wedge_p0_C1_23_60_60-220-micelle.pdb,0.20807936507936511
micelles,wedge_p11_C6__50_50-24-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-165-torus.pdb,0.01
torus,wedge_p0_C1_20_40_40-18-torus_disk_.pdb,0.06
micelles,wedge_p11_C6__50_50-69-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-160-micelle.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-7-disk.pdb,0.09848422337896022
micelles,wedge_p11_C6__50_50-152-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-55-worm_layer_.pdb,0.0
micelles,wedge_p11_C6__50_50-154-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-163-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-161-micelle_disk_.pdb,0.0
perforated vesicles,wedge_p0_C1_20_40_40-145-perfves.pdb,0.03
micelles,wedge_p0_C1_20_40_40-1-micelle.pdb,0.17085714285714285
disks,wedge_p0_C3_24_40_50-3-disk.pdb,0.05
disks,wedge_p0_C1_20_40_40-119-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-149-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-3-micelle.pdb,0.05547252747252747
micelles,wedge_p0_C3_24_40_40-33-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-50-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-79-torus_disk_.pdb,0.04
cylinders,wedge_p0_C3_24_40_50-23-micelle_cylinder_.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-222-disk.pdb,0.28085714285714286
micelles,wedge_p0_C1_23_40_40-29-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-32-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-82-micelle.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-67-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-123-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-104-disk.pdb,0.18974603174603175
micelles,wedge_p0_C1_20_40_40-132-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-36-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-54-disk.pdb,0.18807936507936507
micelles,wedge_p11_C6__50_50-92-micelle_disk_.pdb,0.03
micelles,wedge_p11_C6__50_50-122-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-55-micelle.pdb,0.004615384615384616
micelles,wedge_p0_C1_23_60_60-53-micelle.pdb,0.004615384615384616
micelles,wedge_p11_C6__50_50-138-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-105-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-167-disk.pdb,0.07929374718848405
disks,wedge_p0_C1_23_60_60-99-disk.pdb,0.24386883876357562
micelles,wedge_p11_C6__50_50-111-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C3_24_40_50-8-micelle_cylinder_.pdb,0.06294871794871795
disks,wedge_p0_C1_23_60_60-87-disk.pdb,0.24386883876357562
micelles,wedge_p11_C6__50_50-79-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-26-disk_layer_.pdb,0.05
micelles,wedge_p0_C1_23_40_40-65-micelle.pdb,0.04833333333333334
micelles,wedge_p0_C1_23_40_40-50-micelle.pdb,0.004615384615384616
micelles,wedge_p11_C6__50_50-119-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-14-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-137-disk.pdb,0.08183760683760682
cylinders,wedge_p0_C1_20_40_40-62-cylinder.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-111-disk.pdb,0.2875238095238095
disks,wedge_p0_C1_23_60_60-112-disk.pdb,0.22848422337896024
micelles,wedge_p11_C6__50_50-108-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-129-torus_disk_.pdb,0.04
torus,wedge_p0_C1_20_40_40-139-torus.pdb,0.05
micelles,wedge_p0_C1_20_40_40-67-micelle.pdb,0.054615384615384614
torus,wedge_p0_C1_20_40_40-11-torus.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-78-disk.pdb,0.06350427350427351
micelles,wedge_p0_C3_24_40_40-11-micelle.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-82-disk.pdb,0.08183760683760682
micelles,wedge_p0_C1_23_60_60-48-micelle.pdb,0.25085714285714283
cylinders,wedge_p0_C1_20_40_40-147-cylinder.pdb,0.03
disks,wedge_p0_C1_23_40_40-53-disk.pdb,0.04
torus,wedge_p0_C1_20_40_40-146-torus.pdb,0.06
micelles,wedge_p11_C6__50_50-6-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-167-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-1-micelle.pdb,0.05
micelles,wedge_p0_C1_23_40_40-44-micelle.pdb,0.054615384615384614
torus,wedge_p0_C1_20_40_40-159-torus_disk_.pdb,0.04
torus,wedge_p0_C1_20_40_40-176-torus_disk_.pdb,0.03
disks,wedge_p0_C1_23_40_40-10-disk.pdb,0.05
micelles,wedge_p11_C6__50_50-160-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-115-micelle.pdb,0.054615384615384614
disks,wedge_p0_C1_20_40_40-102-layer_perforated_.pdb,0.11929374718848404
cylinders,wedge_p0_C1_20_40_40-50-cylinder.pdb,0.03
micelles,wedge_p11_C6__50_50-129-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-43-micelle_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_40-15-micelle.pdb,0.03
micelles,wedge_p0_C1_23_60_60-44-micelle.pdb,0.26085714285714284
disks,wedge_p0_C1_23_60_60-72-disk.pdb,0.28085714285714286
disks,wedge_p0_C1_23_60_60-12-disk.pdb,0.2705355054302423
disks,wedge_p0_C1_23_40_40-61-disk.pdb,0.03
micelles,wedge_p11_C6__50_50-21-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-199-disk.pdb,0.1284842233789602
micelles,wedge_p0_C1_20_40_40-76-micelle.pdb,0.0
disks,wedge_p0_C1_20_40_40-122-disk.pdb,0.0
micelles,wedge_p11_C6__50_50-101-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-2-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_40-18-disk.pdb,0.06294871794871795
disks,wedge_p0_C3_24_40_50-32-disk.pdb,0.07436141636141637
disks,wedge_p0_C1_23_60_60-88-disk.pdb,0.09848422337896022
disks,wedge_p0_C1_23_60_60-195-disk.pdb,0.2238688387635756
micelles,wedge_p0_C1_23_60_60-68-micelle.pdb,0.11461538461538462
disks,wedge_p0_C1_23_60_60-190-disk.pdb,0.14762708052181736
disks,wedge_p0_C1_23_60_60-103-disk.pdb,0.3008571428571429
torus,wedge_p0_C1_20_40_40-140-torus.pdb,0.03
micelles,wedge_p11_C6__50_50-71-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-56-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_40_40-49-micelle.pdb,0.004615384615384616
disks,wedge_p0_C1_23_60_60-205-disk.pdb,0.2405355054302423
micelles,wedge_p0_C1_23_60_60-90-micelle.pdb,0.29085714285714287
disks,wedge_p0_C1_23_60_60-233-disk.pdb,0.2238688387635756
micelles,wedge_p0_C1_20_40_40-45-micelle_disk_.pdb,0.054615384615384614
cylinders,wedge_p0_C1_20_40_40-53-cylinder.pdb,0.0
micelles,wedge_p0_C1_23_60_60-9-micelle.pdb,0.29085714285714287
micelles,wedge_p11_C6__50_50-9-micelle_disk_.pdb,0.0
torus,wedge_p0_C3_24_40_50-158-torus.pdb,0.1201508900456269
micelles,wedge_p11_C6__50_50-45-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-112-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-18-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-150-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-230-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_60_60-175-disk.pdb,0.23386883876357561
cylinders,wedge_p0_C1_20_40_40-8-micelle_cylinder_.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-104-disk.pdb,0.28085714285714286
micelles,wedge_p0_C3_24_40_40-26-micelle.pdb,0.0
torus,wedge_p0_C1_20_40_40-148-torus_disk_.pdb,0.03
disks,wedge_p0_C2_24.5_40_50-55-disk.pdb,0.05
micelles,wedge_p11_C6__50_50-78-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-151-disk.pdb,0.18848422337896026
torus,wedge_p0_C1_20_40_40-142-torus_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-63-disk.pdb,0.03
torus,wedge_p0_C3_24_40_50-157-torus.pdb,0.28085714285714286
micelles,wedge_p11_C6__50_50-55-micelle_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_40-29-micelle_disk_.pdb,0.06350427350427351
torus,wedge_p0_C1_20_40_40-173-torus_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-120-disk.pdb,0.2238688387635756
micelles,wedge_p11_C6__50_50-25-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-125-torus_disk_.pdb,0.0735042735042735
micelles,wedge_p0_C1_23_60_60-20-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-224-disk.pdb,0.07015089004562687
disks,wedge_p0_C1_23_60_60-216-disk.pdb,0.0735042735042735
micelles,wedge_p0_C1_23_60_60-74-micelle.pdb,0.20919047619047618
disks,wedge_p0_C2_24.5_40_50-41-disk.pdb,0.0735042735042735
micelles,wedge_p0_C1_23_60_60-75-micelle.pdb,0.18085714285714286
micelles,wedge_p0_C3_24_40_50-1-micelle.pdb,0.0638058608058608
micelles,wedge_p11_C6__50_50-96-micelle_disk_.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-94-disk.pdb,0.04
micelles,wedge_p11_C6__50_50-93-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-150-disk.pdb,0.21386883876357562
micelles,wedge_p0_C1_20_40_40-75-micelle.pdb,0.05547252747252747
disks,wedge_p0_C2_24.5_40_50-90-disk.pdb,0.06350427350427351
disks,wedge_p0_C3_24_40_40-73-disk.pdb,0.0
disks,wedge_p0_C1_23_60_60-185-disk.pdb,0.19848422337896024
disks,wedge_p0_C1_23_60_60-178-disk.pdb,0.23386883876357561
torus,wedge_p0_C1_20_40_40-156-torus_disk_.pdb,0.03
disks,wedge_p0_C1_23_60_60-176-disk.pdb,0.3008571428571429
torus,wedge_p0_C1_20_40_40-120-torus.pdb,0.11350427350427351
micelles,wedge_p11_C6__50_50-164-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-106-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-91-micelle_disk_.pdb,0.054615384615384614
micelles,wedge_p0_C1_20_40_40-128-micelle.pdb,0.004615384615384616
micelles,wedge_p11_C6__50_50-147-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_40-21-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-47-disk.pdb,0.11848422337896021
disks,wedge_p0_C2_24.5_40_50-70-disk.pdb,0.0
micelles,wedge_p0_C1_23_60_60-10-micelle_disk_.pdb,0.3008571428571429
torus,wedge_p0_C3_24_40_50-144-torus.pdb,0.0735042735042735
micelles,wedge_p0_C3_24_40_50-7-micelle.pdb,0.2205355054302423
micelles,wedge_p0_C1_23_60_60-63-micelle.pdb,0.0
torus,wedge_p0_C3_24_40_50-139-torus.pdb,0.2055355054302423
micelles,wedge_p0_C1_20_40_40-21-micelle.pdb,0.014615384615384617
micelles,wedge_p0_C1_20_40_40-109-micelle.pdb,0.05
disks,wedge_p0_C1_23_60_60-84-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_60_60-206-disk.pdb,0.19807936507936508
disks,wedge_p0_C1_23_60_60-97-disk.pdb,0.09848422337896022
torus,wedge_p0_C1_20_40_40-5-torus.pdb,0.07929374718848405
micelles,wedge_p0_C1_20_40_40-46-micelle.pdb,0.05833333333333333
micelles,wedge_p11_C6__50_50-145-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-83-disk.pdb,0.15848422337896023
micelles,wedge_p0_C1_20_40_40-127-micelle.pdb,0.03
micelles,wedge_p11_C6__50_50-58-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_40_40-60-micelle.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-82-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-27-torus.pdb,0.1938688387635756
micelles,wedge_p11_C6__50_50-110-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-103-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-65-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_40_40-68-disk.pdb,0.054615384615384614
micelles,wedge_p0_C1_20_40_40-74-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-83-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-209-disk.pdb,0.29085714285714287
micelles,wedge_p11_C6__50_50-61-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-234-disk.pdb,0.07848422337896022
micelles,wedge_p0_C3_24_40_40-14-micelle_disk_.pdb,0.0538058608058608
micelles,wedge_p11_C6__50_50-40-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-113-disk.pdb,0.22919047619047617
micelles,wedge_p0_C1_23_40_40-70-micelle.pdb,0.07269474969474969
micelles,wedge_p0_C1_23_60_60-25-micelle.pdb,0.1891904761904762
disks,wedge_p0_C1_23_60_60-105-disk.pdb,0.1284842233789602
micelles,wedge_p11_C6__50_50-120-micelle_disk_.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-31-disk.pdb,0.06294871794871795
disks,wedge_p0_C1_23_60_60-180-disk.pdb,0.2649799498746867
disks,wedge_p0_C1_23_60_60-223-disk.pdb,0.21386883876357562
micelles,wedge_p11_C6__50_50-10-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-79-disk.pdb,0.29085714285714287
disks,wedge_p0_C1_20_40_40-170-disk.pdb,0.03
disks,wedge_p0_C1_23_60_60-121-disk.pdb,0.23386883876357561
disks,wedge_p0_C2_24.5_40_50-137-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-155-micelle_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_40-12-micelle.pdb,0.054615384615384614
cylinders,wedge_p0_C3_24_40_50-103-cylinder.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-218-disk.pdb,0.18848422337896026
micelles,wedge_p11_C6__50_50-113-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-7-micelle_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_40-25-micelle_disk_.pdb,0.04
disks,wedge_p0_C1_23_60_60-194-disk.pdb,0.28085714285714286
torus,wedge_p0_C1_20_40_40-34-torus.pdb,0.0
disks,wedge_p0_C1_23_60_60-41-disk.pdb,0.25497994987468675
disks,wedge_p0_C1_23_60_60-70-disk.pdb,0.14848422337896022
disks,wedge_p0_C1_23_60_60-50-disk.pdb,0.06
micelles,wedge_p11_C6__50_50-26-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-192-disk.pdb,0.06436141636141636
micelles,wedge_p11_C6__50_50-141-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-118-micelle_cylinder_.pdb,0.03
disks,wedge_p0_C1_20_40_40-151-disk.pdb,0.0
disks,wedge_p0_C1_23_60_60-114-disk.pdb,0.0735042735042735
micelles,wedge_p11_C6__50_50-104-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-69-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-60-disk.pdb,0.2238688387635756
cylinders,wedge_p0_C1_20_40_40-108-cylinder.pdb,0.0
disks,wedge_p0_C1_23_60_60-142-disk.pdb,0.08183760683760682
disks,wedge_p0_C1_23_60_60-77-disk.pdb,0.20807936507936511
torus,wedge_p0_C1_20_40_40-121-torus.pdb,0.0735042735042735
disks,wedge_p0_C1_23_60_60-15-disk.pdb,0.1501508900456269
disks,wedge_p0_C1_23_60_60-182-disk.pdb,0.05833333333333333
micelles,wedge_p0_C1_23_60_60-81-micelle.pdb,0.28085714285714286
micelles,wedge_p11_C6__50_50-53-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_40-79-disk.pdb,0.04
micelles,wedge_p0_C1_23_60_60-115-micelle.pdb,0.004615384615384616
micelles,wedge_p11_C6__50_50-31-micelle_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_40-10-micelle.pdb,0.05833333333333333
disks,wedge_p0_C3_24_40_50-131-disk_curved_.pdb,0.19807936507936508
torus,wedge_p0_C1_20_40_40-73-torus_layer_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-65-micelle.pdb,0.054615384615384614
disks,wedge_p0_C1_23_40_40-33-disk.pdb,0.05833333333333333
micelles,wedge_p0_C1_23_60_60-64-micelle.pdb,0.10547252747252747
disks,wedge_p0_C2_24.5_40_50-18-disk.pdb,0.03
disks,wedge_p0_C1_23_60_60-187-disk.pdb,0.28085714285714286
micelles,wedge_p11_C6__50_50-161-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-68-micelle_cylinder_.pdb,0.0
disks,wedge_p0_C1_20_40_40-33-disk.pdb,0.0
disks,wedge_p0_C1_20_40_40-10-disk.pdb,0.0
disks,wedge_p0_C3_24_40_50-84-disk.pdb,0.25085714285714283
micelles,wedge_p0_C1_23_60_60-56-micelle.pdb,0.28085714285714286
micelles,wedge_p0_C1_23_60_60-147-micelle.pdb,0.20807936507936511
micelles,wedge_p0_C1_20_40_40-114-micelle.pdb,0.05
micelles,wedge_p0_C1_20_40_40-39-micelle.pdb,0.0
torus,wedge_p0_C3_24_40_50-132-torus.pdb,0.3008571428571429
disks,wedge_p0_C1_23_40_40-1-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-163-disk.pdb,0.04
disks,wedge_p0_C1_20_40_40-95-disk_perforated_.pdb,0.0
disks,wedge_p0_C3_24_40_50-6-disk.pdb,0.26085714285714284
micelles,wedge_p11_C6__50_50-74-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-19-micelle.pdb,0.22553550543024228
disks,wedge_p0_C2_24.5_40_50-74-disk.pdb,0.054615384615384614
micelles,wedge_p0_C1_23_60_60-94-micelle.pdb,0.23085714285714284
micelles,wedge_p0_C1_20_40_40-47-micelle.pdb,0.01
cylinders,wedge_p0_C1_20_40_40-70-cylinder_curved_.pdb,0.0
micelles,wedge_p0_C3_24_40_40-32-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-88-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_40-16-disk.pdb,0.04
micelles,wedge_p11_C6__50_50-115-micelle_disk_.pdb,0.03
micelles,wedge_p0_C3_24_40_50-16-micelle.pdb,0.18085714285714286
micelles,wedge_p0_C1_20_40_40-28-micelle.pdb,0.03
cylinders,wedge_p0_C1_20_40_40-152-cylinder.pdb,0.0
torus,wedge_p0_C1_20_40_40-143-torus.pdb,0.06
disks,wedge_p0_C1_23_60_60-181-disk.pdb,0.23386883876357561
micelles,wedge_p0_C1_20_40_40-105-micelle.pdb,0.05
disks,wedge_p0_C1_23_40_40-81-disk.pdb,0.08183760683760682
perforated vesicles,wedge_p0_C1_20_40_40-164-perfves.pdb,0.030714285714285715
disks,wedge_p0_C1_23_60_60-166-disk.pdb,0.32164661654135346
torus,wedge_p0_C3_24_40_50-33-torus.pdb,0.24386883876357562
disks,wedge_p0_C1_20_40_40-81-disk_perforated_.pdb,0.0
disks,wedge_p0_C1_20_40_40-66-disk.pdb,0.05
micelles,wedge_p11_C6__50_50-63-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-4-micelle.pdb,0.25085714285714283
disks,wedge_p0_C1_23_60_60-183-disk.pdb,0.2238688387635756
